geometry.coordinates	route_name	name	stop_number	stop_modifier
145.0129219,-37.8117882	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	River Boulevard	25	
145.1027517,-37.8154378	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Inglisby Road	54	
145.1031165,-37.8154502	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Inglisby Road	54	
145.1094565,-37.8162122	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Hood Street	55	
145.1097908,-37.8162849	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Hood Street	55	
145.1155882,-37.8169315	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Elgar Road	56	
145.1187219,-37.8173749	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Nelson Road	57	
145.1198632,-37.8174844	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Nelson Road	57	
144.9864299,-37.7904673	Tram 86: Waterfront City => RMIT University Bundoora Campus	Smith Street	22	
144.9862001,-37.7905977	Tram 86: RMIT University Bundoora Campus => Waterfront City	Smith Street	22	
144.9887024,-37.7895282	Tram 86: Waterfront City => RMIT University Bundoora Campus	Wellington Street	23	
144.9883316,-37.7897171	Tram 86: RMIT University Bundoora Campus => Waterfront City	Wellington Street	23	
144.9902907,-37.7889021	Tram 86: RMIT University Bundoora Campus => Waterfront City	Gold Street	24	
144.9914303,-37.7883934	Tram 86: Waterfront City => RMIT University Bundoora Campus	Michael Street	24	
144.9898295,-37.7758482	Tram 11: West Preston => Victoria Harbour	Clarke Street	26	
144.9897854,-37.7758929	Tram 11: Victoria Harbour => West Preston	Clarke Street	26	
144.9961996,-37.783562	Tram 86: Waterfront City => RMIT University Bundoora Campus	Walker Street	26	
144.9961808,-37.7838849	Tram 86: RMIT University Bundoora Campus => Waterfront City	Walker Street	26	
144.9968065,-37.780323	Tram 86: Waterfront City => RMIT University Bundoora Campus	Westgarth Street	27	
144.9967316,-37.7809002	Tram 86: RMIT University Bundoora Campus => Waterfront City	Westgarth Street	27	
144.9975108,-37.7766547	Tram 86: Waterfront City => RMIT University Bundoora Campus	Clarke Street	30	
144.9974364,-37.7772266	Tram 86: RMIT University Bundoora Campus => Waterfront City	Clarke Street	30	
144.9506014,-37.7809601	Tram 58: West Coburg => Toorak	Royal Park Station	27	
144.9508855,-37.7809029	Tram 58: Toorak => West Coburg	Royal Park Station	27	
144.9902602,-37.7736677	Tram 11: West Preston => Victoria Harbour	Westbourne Grove	27	
144.9901935,-37.7738082	Tram 11: Victoria Harbour => West Preston	Westbourne Grove	27	
144.9907068,-37.7714178	Tram 11: West Preston => Victoria Harbour	Sumner Avenue	28	
144.9906382,-37.7715652	Tram 11: Victoria Harbour => West Preston	Sumner Avenue	28	
144.9915698,-37.7681835	Tram 11: West Preston => Victoria Harbour	Arthurton Road	29	
144.991265,-37.7685884	Tram 11: Victoria Harbour => West Preston	Arthurton Road	29	
144.9921744,-37.765214	Tram 11: West Preston => Victoria Harbour	Gladstone Avenue	30	
144.9919281,-37.7652823	Tram 11: Victoria Harbour => West Preston	Gladstone Avenue	30	
144.9924965,-37.7624098	Tram 11: Victoria Harbour => West Preston	Bird Avenue	31	
144.9926898,-37.7626437	Tram 11: West Preston => Victoria Harbour	Gadd Street	31	
144.9979095,-37.7746945	Tram 86: Waterfront City => RMIT University Bundoora Campus	Northcote Town Hall	31	
144.9978794,-37.7750229	Tram 86: RMIT University Bundoora Campus => Waterfront City	Northcote Town Hall	31	
144.9986446,-37.7710961	Tram 86: Waterfront City => RMIT University Bundoora Campus	Mitchell Street	32	
144.9986195,-37.7714076	Tram 86: RMIT University Bundoora Campus => Waterfront City	Mitchell Street	32	
144.9935286,-37.7585081	Tram 11: West Preston => Victoria Harbour	Normanby Avenue	32	
144.9931956,-37.7589581	Tram 11: Victoria Harbour => West Preston	Normanby Avenue	32	
144.9942171,-37.7550986	Tram 11: West Preston => Victoria Harbour	Hutton Street	33	
144.9939046,-37.7554161	Tram 11: Victoria Harbour => West Preston	Hutton Street	33	
144.9949227,-37.7520622	Tram 11: Victoria Harbour => West Preston	Miller Street	34	
144.9948286,-37.7517182	Tram 11: West Preston => Victoria Harbour	St Georges Road	35	
145.0016016,-37.7524774	Tram 86: Waterfront City => RMIT University Bundoora Campus	Miller Street	42	
145.0116923,-37.7386963	Tram 86: RMIT University Bundoora Campus => Waterfront City	Murray Road	49	
145.0113526,-37.7389143	Tram 86: Waterfront City => RMIT University Bundoora Campus	Murray Road	49	
145.022714,-37.7255768	Tram 86: RMIT University Bundoora Campus => Waterfront City	Albert Street	55	
145.0229631,-37.7254342	Tram 86: Waterfront City => RMIT University Bundoora Campus	Boldrewood Parade	55	
145.0278362,-37.7240086	Tram 86: Waterfront City => RMIT University Bundoora Campus	Loddon Avenue	56	
145.0270276,-37.7245093	Tram 86: RMIT University Bundoora Campus => Waterfront City	Loddon Avenue	56	
145.0302815,-37.7226254	Tram 86: RMIT University Bundoora Campus => Waterfront City	Reservoir High School	57	
145.0300065,-37.7227419	Tram 86: Waterfront City => RMIT University Bundoora Campus	Reservoir High School	57	
145.0369464,-37.720045	Tram 86: RMIT University Bundoora Campus => Waterfront City	Browning Street	58	
145.0367808,-37.7200683	Tram 86: Waterfront City => RMIT University Bundoora Campus	Browning Street	58	
145.0397741,-37.7190005	Tram 86: RMIT University Bundoora Campus => Waterfront City	Preston Cemetery	59	
145.0395912,-37.7190303	Tram 86: Waterfront City => RMIT University Bundoora Campus	Preston Cemetery	59	
145.0432494,-37.7164954	Tram 86: Waterfront City => RMIT University Bundoora Campus	La Trobe University	60	
145.0427025,-37.7173913	Tram 86: RMIT University Bundoora Campus => Waterfront City	La Trobe University	60	
145.0455728,-37.7131383	Tram 86: RMIT University Bundoora Campus => Waterfront City	Bundoora Park	61	
145.0491697,-37.7104323	Tram 86: RMIT University Bundoora Campus => Waterfront City	Bundoora Metropolitan Fire Brigade	62	
145.048975,-37.7105509	Tram 86: Waterfront City => RMIT University Bundoora Campus	Bundoora Metropolitan Fire Brigade	62	
145.0522394,-37.707396	Tram 86: Waterfront City => RMIT University Bundoora Campus	Greenwood Drive	63	
145.0516274,-37.7080603	Tram 86: RMIT University Bundoora Campus => Waterfront City	Greenwood Drive	63	
145.0559797,-37.7036963	Tram 86: Waterfront City => RMIT University Bundoora Campus	Mount Cooper Drive	64	
145.0558901,-37.7038442	Tram 86: RMIT University Bundoora Campus => Waterfront City	Mount Cooper Drive	64	
145.05833,-37.6998104	Tram 86: RMIT University Bundoora Campus => Waterfront City	Grimshaw Street	65	
145.0582078,-37.7001439	Tram 86: Waterfront City => RMIT University Bundoora Campus	Grimshaw Street	65	
145.058867,-37.6979742	Tram 86: Waterfront City => RMIT University Bundoora Campus	Settlement Road	66	
145.0588248,-37.6982277	Tram 86: RMIT University Bundoora Campus => Waterfront City	Settlement Road	66	
145.0596213,-37.6956557	Tram 86: Waterfront City => RMIT University Bundoora Campus	Bundoora Square Shopping Centre	67	
145.0595806,-37.6958655	Tram 86: RMIT University Bundoora Campus => Waterfront City	Bundoora Square Shopping Centre	67	
145.0631462,-37.6916995	Tram 86: Waterfront City => RMIT University Bundoora Campus	Greenhills Road	68	
145.0630055,-37.6919074	Tram 86: RMIT University Bundoora Campus => Waterfront City	Greenhills Road	68	
145.0666934,-37.6880139	Tram 86: Waterfront City => RMIT University Bundoora Campus	Taunton Drive	69	
145.0666425,-37.6881367	Tram 86: RMIT University Bundoora Campus => Waterfront City	Taunton Drive	69	
145.0690506,-37.6813307	Tram 86: Waterfront City => RMIT University Bundoora Campus	Clements Drive	70	
145.0689071,-37.6823135	Tram 86: RMIT University Bundoora Campus => Waterfront City	Janefield Drive	70	
144.9987834,-37.8203165	Tram 78: Balaclava => North Richmond	Abinger Street	60	
144.9989597,-37.8203497	Tram 78: North Richmond => Balaclava	Abinger Street	60	
144.9636913,-37.7276072	Tram 19: Flinders Street railway station => North Coburg	Bakers Road	40	
144.9636913,-37.7276072	Tram 19: North Coburg => Flinders Street railway station	Bakers Road	40	
144.8893345,-37.7349653	Tram 59: Flinders Street railway station => Airport West	Keilor Road	53	
144.8893349,-37.7352349	Tram 59: Airport West => Flinders Street railway station	Keilor Road	53	
144.8901949,-37.7364854	Tram 59: Flinders Street railway station => Airport West	Matthews Avenue	53	53A
144.8897949,-37.7323053	Tram 59: Airport West => Flinders Street railway station	Fullarton Road	54	
144.8897303,-37.732441	Tram 59: Flinders Street railway station => Airport West	Fullarton Road	54	
144.890224,-37.7299003	Tram 59: Airport West => Flinders Street railway station	Cameron Street	55	
144.8901636,-37.730024	Tram 59: Flinders Street railway station => Airport West	Cameron Street	55	
144.8906367,-37.7271715	Tram 59: Flinders Street railway station => Airport West	Earl Street	56	
144.8906482,-37.7273513	Tram 59: Airport West => Flinders Street railway station	Earl Street	56	
144.8913713,-37.7229532	Tram 59: Airport West => Flinders Street railway station	Hawker Street	57	
144.891307,-37.7231214	Tram 59: Flinders Street railway station => Airport West	Hawker Street	57	
144.8920608,-37.7183368	Tram 59: Airport West => Flinders Street railway station	Marshall Road	58	
144.8920008,-37.7184738	Tram 59: Flinders Street railway station => Airport West	Marshall Road	58	
144.980139,-37.8689578	Tram 96: East Brunswick => St Kilda Beach	Acland Street Plaza	139	
144.980139,-37.8689578	Tram 96: St Kilda Beach => East Brunswick	Acland Street Plaza	139	
144.9158606,-37.7526868	Tram 59: Airport West => Flinders Street railway station	Grice Crescent	42	
144.915685,-37.7524947	Tram 59: Flinders Street railway station => Airport West	Shamrock Street	42	
144.9141871,-37.7502528	Tram 59: Airport West => Flinders Street railway station	Brewster Street	43	
144.9143949,-37.7506303	Tram 59: Flinders Street railway station => Airport West	Thistle Street	43	
144.9127024,-37.748082	Tram 59: Airport West => Flinders Street railway station	Thorn Street	44	
144.9128247,-37.7483439	Tram 59: Flinders Street railway station => Airport West	Thorn Street	44	
144.9261178,-37.7562174	Tram 59: Flinders Street railway station => Airport West	Fletcher Street	38	
144.9009425,-37.8011698	Tram 82: Footscray railway station => Moonee Ponds Junction	Footscray Station	64	
144.9009425,-37.8011698	Tram 82: Moonee Ponds Junction => Footscray railway station	Footscray Station	64	
144.8856206,-37.7760313	Tram 82: Footscray railway station => Moonee Ponds Junction	Highpoint Shopping Centre	51	
144.8856071,-37.776295	Tram 82: Moonee Ponds Junction => Footscray railway station	Highpoint Shopping Centre	51	
144.8851856,-37.7784922	Tram 82: Moonee Ponds Junction => Footscray railway station	River Street	52	
144.8857119,-37.7792978	Tram 82: Footscray railway station => Moonee Ponds Junction	River Street	52	
144.887737,-37.7795514	Tram 82: Footscray railway station => Moonee Ponds Junction	Maribyrnong Secondary College	53	
144.8880269,-37.7795578	Tram 82: Moonee Ponds Junction => Footscray railway station	Maribyrnong Secondary College	53	
144.890877,-37.7799445	Tram 82: Footscray railway station => Moonee Ponds Junction	Gordon Street	54	
144.8911609,-37.7799489	Tram 82: Moonee Ponds Junction => Footscray railway station	Gordon Street	54	
144.8896283,-37.7904514	Tram 82: Footscray railway station => Moonee Ponds Junction	Ballarat Road	58	
144.8896556,-37.7905143	Tram 82: Moonee Ponds Junction => Footscray railway station	Ballarat Road	58	
144.9159359,-37.7717058	Tram 82: Footscray railway station => Moonee Ponds Junction	Union Road	37	
144.9159359,-37.7717058	Tram 57: West Maribyrnong => Flinders Street railway station	Union Road	37	
144.8867034,-37.7688812	Tram 82: Footscray railway station => Moonee Ponds Junction	Rosamond Road	46	
144.8867034,-37.7688812	Tram 57: West Maribyrnong => Flinders Street railway station	Rosamond Road	46	
144.8870599,-37.7690091	Tram 82: Moonee Ponds Junction => Footscray railway station	Rosamond Road	46	
144.8870599,-37.7690091	Tram 57: Flinders Street railway station => West Maribyrnong	Rosamond Road	46	
144.9408508,-37.7882696	Tram 59: Airport West => Flinders Street railway station	Flemington Bridge Station	22	
144.9354888,-37.7887121	Tram 57: Flinders Street railway station => West Maribyrnong	Stubbs Street	23	
144.936638,-37.7888048	Tram 57: West Maribyrnong => Flinders Street railway station	Stubbs Street	23	
144.9313821,-37.7797828	Tram 59: Flinders Street railway station => Airport West	Essendon Tram Depot	27	
144.9165713,-37.7825297	Tram 57: Flinders Street railway station => West Maribyrnong	Sandown Road	32	
144.9458484,-37.8007543	Tram 57: Flinders Street railway station => West Maribyrnong	Arden Street	15	
144.9458416,-37.8010005	Tram 57: West Maribyrnong => Flinders Street railway station	Arden Street	15	
144.952478,-37.7976428	Tram 59: Flinders Street railway station => Airport West	Murphy Street	15	
144.952478,-37.7976428	Tram 58: Toorak => West Coburg	Murphy Street	15	
144.9523545,-37.7975014	Tram 59: Airport West => Flinders Street railway station	Murphy Street	15	
144.9523545,-37.7975014	Tram 58: West Coburg => Toorak	Murphy Street	15	
144.946343,-37.7979602	Tram 57: Flinders Street railway station => West Maribyrnong	Haines Street	16	
144.9463333,-37.7982128	Tram 57: West Maribyrnong => Flinders Street railway station	Haines Street	16	
144.9470611,-37.7940944	Tram 57: West Maribyrnong => Flinders Street railway station	Abbotsford Street Interchange	19	
144.9567028,-37.8116533	Tram 30: St Vincent's Plaza => Central Pier	Flagstaff Station	3	
144.95655,-37.8120697	Tram 58: Toorak => West Coburg	Flagstaff Station	7	
144.9571084,-37.8115106	Tram 30: Central Pier => St Vincent's Plaza	Flagstaff Station	3	
144.9567948,-37.8125107	Tram 58: West Coburg => Toorak	Flagstaff Station	7	
144.9497104,-37.7880396	Tram 58: West Coburg => Toorak	Elliott Avenue	24	
144.9496068,-37.7878121	Tram 58: Toorak => West Coburg	Elliott Avenue	24	
144.9487931,-37.7845539	Tram 58: West Coburg => Toorak	State Netball Hockey Centre	25	
144.9486988,-37.7843349	Tram 58: Toorak => West Coburg	State Netball Hockey Centre	25	
144.9491732,-37.782615	Tram 58: West Coburg => Toorak	Melbourne Zoo	26	
144.9493083,-37.7823947	Tram 58: Toorak => West Coburg	Melbourne Zoo	26	
145.0298684,-37.8435863	Tram 58: Toorak => West Coburg	Glenferrie Road	139	
144.9754722,-37.8359313	Tram 58: West Coburg => Toorak	Toorak Road	22	
144.9807956,-37.8376272	Tram 58: Toorak => West Coburg	Fawkner Park	123	
144.9812696,-37.8376559	Tram 58: West Coburg => Toorak	Fawkner Park	123	
144.974223,-37.8016183	Tram 96: St Kilda Beach => East Brunswick	Moor Street	12	
144.9742628,-37.8018595	Tram 96: East Brunswick => St Kilda Beach	Moor Street	12	
144.9578305,-37.8148904	Tram 58: Toorak => West Coburg	Bourke Street	5	
144.9891739,-37.8246749	Tram 70: Wattle Park => Waterfront City	Richmond Station	8	
144.9894771,-37.8246843	Tram 70: Waterfront City => Wattle Park	Richmond Station	8	
145.0694934,-37.6790589	Tram 86: Waterfront City => RMIT University Bundoora Campus	RMIT Bundoora Campus	71	
144.9925823,-37.8097347	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	North Richmond Station	19	
144.9925823,-37.8097347	Tram 12: Victoria Gardens Shopping Centre => St Kilda (Park & Fitzroy Streets)	North Richmond Station	19	
145.0133904,-37.8200725	Tram 48: North Balwyn => Victoria Harbour	Westbank Terrace	22	
145.0133904,-37.8200725	Tram 75: Vermont South Shopping Centre => Central Pier	Westbank Terrace	22	
145.0694548,-37.6796667	Tram 86: RMIT University Bundoora Campus => Waterfront City	RMIT Bundoora Campus	71	
144.9455743,-37.7400201	Tram 58: Toorak => West Coburg	Bell Street	45	
144.9723523,-37.8332488	Tram 16: Kew => Melbourne University	Anzac Station	20	
144.9723523,-37.8332488	Tram 3: East Malvern => Melbourne University	Anzac Station	20	
144.9723523,-37.8332488	Tram 64: East Brighton => Melbourne University	Anzac Station	20	
144.9723523,-37.8332488	Tram 67: Carnegie => Melbourne University	Anzac Station	20	
144.9723523,-37.8332488	Tram 6: Glen Iris => Moreland railway station	Anzac Station	20	
144.9723523,-37.8332488	Tram 72: Camberwell => Melbourne University	Anzac Station	20	
144.9723523,-37.8332488	Tram 5: Malvern => Melbourne University	Anzac Station	20	
144.9723523,-37.8332488	Tram 58: Toorak => West Coburg	Anzac Station	20	
144.945402,-37.7696016	Tram 58: West Coburg => Toorak	Daly Street	33	
145.0422586,-37.8894131	Tram 67: Melbourne University => Carnegie	Glen Huntly Station	61	
145.042057,-37.8894185	Tram 67: Carnegie => Melbourne University	Glen Huntly Station	61	
145.1220819,-37.8178308	Tram 109: Port Melbourne => Box Hill Central Shopping Centre	Box Hill Central	58	
145.1220658,-37.817902	Tram 109: Box Hill Central Shopping Centre => Port Melbourne	Box Hill Central	58	
144.9248499,-37.7666578	Tram 59: Flinders Street railway station => Airport West	Moonee Ponds Junction	32	
144.9248499,-37.7666578	Tram 82: Footscray railway station => Moonee Ponds Junction	Moonee Ponds Junction	32	
144.9647561,-37.8093031	Tram 30: Central Pier => St Vincent's Plaza	Melbourne Central and State Library Stations	6	
144.9647561,-37.8093031	Tram 35: Waterfront City => La Trobe Street => Flinders Street => Waterfront City	Melbourne Central and State Library Stations	6	
